AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,BUILDTYPE,MZZONE,REG_FEE,COMMIS,SALES_PRICE,PARK_FACIL
4,1662,2,2,4,0,0,3,628450,128255,12825500,0
0,1065,1,1,3,1,2,2,339978,69739,8717385,0
3,1621,2,1,4,2,2,5,446769,129067,9928200,0
2,703,1,1,2,3,2,5,255188,57623,8231860,1
2,1221,2,1,4,0,2,4,324498,167166,9833270,0
3,1577,2,1,4,2,0,3,517819,172606,13277420,0
2,989,1,1,3,3,2,5,350260,74298,10613930,1
3,1368,2,1,4,1,2,4,453664,259236,10801520,1
3,2365,4,2,6,2,0,4,726866,149101,18637600,1
1,1525,1,1,4,3,0,4,526998,245932,17566590,0
0,1180,1,1,3,1,1,2,347711,122169,9397585,1
4,1122,1,1,3,0,2,2,248013,82671,6889250,0
1,1775,1,1,4,4,0,3,565848,331704,19512010,1
1,1877,2,1,5,2,2,4,418064,156774,13064510,0
2,760,1,1,2,0,1,5,209669,50321,8386750,0
3,2297,4,2,6,2,2,3,370230,231394,11569680,0
4,787,1,1,2,4,2,4,383443,117381,7825375,1
3,2317,4,2,6,0,1,3,462095,262554,10502160,0
4,749,1,1,2,2,1,1,232584,47574,5286000,1
6,1616,2,1,4,2,1,5,313415,195885,9794230,0
0,1284,2,2,4,0,1,3,336110,148284,9885575,1
2,756,1,1,2,0,0,5,314343,104781,10478100,1
2,1238,2,1,4,3,1,5,299069,65421,9345900,0
2,1236,2,1,4,0,1,3,307364,111769,9314050,1
5,1664,1,1,4,3,2,5,516824,119267,13251910,0
1,1537,1,1,4,3,0,5,476629,293310,18331880,0
6,1731,2,1,4,4,0,3,539147,242616,13478680,0
2,929,1,1,3,1,1,3,293944,35630,8907400,1
2,786,1,1,2,3,1,5,212831,122787,8185800,0
4,1370,2,2,4,1,2,3,401511,146004,9125250,1
4,1685,2,2,4,0,1,1,290756,166146,6922750,0
5,1549,1,1,4,1,1,5,461079,97069,12133650,0
1,1539,1,1,4,1,0,3,709816,91002,18200410,1
1,1898,2,1,5,0,2,5,337128,94396,13485130,0
2,918,1,1,3,4,0,3,376402,70575,11762550,1
2,774,1,1,2,0,2,5,227610,63731,9104380,1
2,1072,1,1,3,4,0,3,370014,47744,11935950,0
2,1239,2,1,4,1,2,3,282909,65287,10881130,1
3,1362,2,1,4,1,0,3,376549,230788,12146740,0
5,1785,1,1,4,4,2,4,437999,169548,14128990,1
3,2181,3,2,5,2,1,4,354642,118214,11821400,1
3,2033,3,2,5,0,2,5,438509,162875,12528840,1
0,952,1,1,3,4,0,1,422082,158281,10552045,0
2,1066,1,1,3,0,0,5,409401,62031,12406100,0
2,1153,1,1,3,4,0,5,460074,230037,14377300,1
6,1849,3,2,5,4,1,3,322572,123336,9487400,1
4,1095,1,1,3,4,1,2,246263,65670,5472500,1
0,1100,1,1,3,4,2,5,369104,10253,10252895,1
0,1300,2,2,4,0,1,5,439572,65936,10989305,0
5,1806,2,1,5,3,1,3,426177,153897,11838240,0
1,1897,2,1,5,2,1,4,492338,164113,12624040,0
2,1121,1,1,3,4,1,3,215489,132609,8288050,0
0,985,1,1,3,4,0,4,392828,71423,11903865,0
6,1782,2,1,4,0,2,1,308222,154111,10274050,1
1,1582,1,1,4,1,0,3,434969,121791,17398770,0
2,1225,2,1,4,0,1,4,300096,48403,9680500,1
3,1727,2,1,4,1,1,5,379362,118551,11855060,1
6,1712,2,1,4,1,0,4,618119,110944,15849210,1
0,1089,1,1,3,2,2,2,326257,85857,8585715,1
6,1532,2,1,4,2,0,2,423724,229040,11452010,0
3,1301,1,1,3,0,2,3,348318,232212,9675500,1
0,812,1,1,3,0,2,2,251434,50287,6285850,0
2,863,1,1,3,2,1,4,242226,125020,7813750,0
6,1686,2,1,4,3,1,5,312940,100948,10094840,1
4,1332,1,1,3,3,0,5,449430,235951,11235750,0
2,969,1,1,3,3,0,5,420241,149118,13556150,1
0,1300,2,2,4,3,1,3,333885,135359,9023925,0
4,593,1,1,2,3,2,0,175082,87541,4863375,1
2,809,1,1,3,0,1,3,201847,110690,6511200,0
4,1105,1,1,3,3,2,3,345512,90134,7511125,1
4,542,1,1,2,3,2,0,126567,48216,3013500,0
4,1608,2,2,4,0,1,5,388238,138656,9243750,0
3,2271,4,2,6,0,0,3,644646,296189,17422860,0
3,1915,3,2,5,4,1,3,327268,198344,9917200,0
3,2152,3,2,5,4,0,5,707062,168348,16834800,0
0,1068,1,1,3,1,2,1,288302,7587,7586885,0
6,1810,3,2,5,3,1,3,347398,142522,8907630,0
6,1939,3,2,5,1,2,0,380773,199906,9519320,1
1,1905,2,1,5,0,0,5,555981,123551,20591900,0
2,1057,1,1,3,0,1,3,235229,121670,8111350,1
6,1920,3,2,5,2,0,4,576972,263759,16484920,1
5,1577,1,1,4,0,1,4,383765,179890,11992650,0
4,787,1,1,2,4,2,1,210265,73593,5256625,1
5,1916,2,1,5,0,1,5,500318,103007,14715230,1
3,1527,2,1,4,4,2,5,411516,119123,10829380,1
2,1248,2,1,4,2,1,4,311904,97470,9747000,0
6,1555,2,1,4,4,1,4,306689,113913,8762530,0
3,2323,4,2,6,1,0,3,858938,315528,17529340,0
2,961,1,1,3,0,1,4,229958,73586,9198300,1
2,849,1,1,3,0,2,5,264701,79410,8823380,0
6,1938,3,2,5,3,0,0,474850,122542,15317750,1
2,1147,1,1,3,0,2,5,335029,131981,10152390,0
1,1976,2,1,5,0,0,4,662045,342437,22829130,1
4,973,1,1,3,4,2,4,295792,151335,6878875,0
3,1472,2,1,4,4,2,5,414251,276168,11506980,1
1,1689,1,1,4,3,2,5,349824,148003,13454780,0
4,1208,1,1,3,2,0,5,433728,192768,12048000,1
0,1268,2,2,4,3,2,5,344625,150773,10769525,0
5,1640,1,1,4,4,1,3,413713,82743,10342830,0
0,635,1,1,2,3,1,1,223890,72764,5597240,1
6,1996,3,2,5,0,1,3,361850,203541,11307820,1
3,2404,4,2,6,3,1,3,331219,220812,11040620,0
6,1675,2,1,4,3,0,2,488057,237433,13190720,1
2,797,1,1,2,3,2,4,186183,78770,7160890,0
4,1256,1,1,3,4,2,1,259578,67716,5643000,0
5,1938,2,1,5,3,0,3,820722,421452,22181670,1
2,757,1,1,2,0,0,5,376718,159820,11415700,1
4,520,1,1,2,4,1,4,193960,82433,4849000,0
4,878,1,1,2,2,0,5,436265,166196,10387250,1
0,927,1,1,3,0,0,0,326687,163344,10889570,1
6,1751,2,1,4,4,1,4,362551,165738,10358610,1
2,764,1,1,2,0,2,5,237333,135619,8476180,0
6,1674,2,1,4,1,0,2,484627,248863,13098030,0
6,1681,2,1,4,2,1,4,415148,202252,10644830,1
1,1976,2,1,5,1,0,4,751564,322099,21473270,0
1,1505,1,1,4,3,1,3,240761,144456,9630420,0
4,888,1,1,2,3,1,4,244274,96424,6428250,0
6,1680,2,1,4,2,1,0,259637,59346,7418190,1
4,631,1,1,2,2,2,3,287909,65434,6543375,1
2,1227,2,1,4,4,1,5,269684,53937,10787350,1
4,1124,1,1,3,0,2,4,320917,86100,7827250,1
1,1962,2,1,5,2,0,5,740832,112247,22449450,1
2,1261,2,1,4,4,2,4,320713,77749,9718570,0
2,1164,1,1,3,2,0,5,331775,66355,13271000,0
3,1313,1,1,3,3,1,3,470726,188290,9414520,1
5,1723,1,1,4,1,0,4,557470,238916,19909630,1
0,1144,1,1,3,3,0,4,537345,119410,14926255,1
6,1740,2,1,4,1,0,5,504099,252050,16803310,1
2,1163,1,1,3,4,2,5,335090,104716,10471560,1
2,708,1,1,2,4,1,5,240123,131680,7745900,0
6,1855,3,2,5,4,1,1,250920,121658,7603630,0
4,563,1,1,2,2,0,5,256176,149436,7116000,0
1,1768,1,1,4,1,2,5,368481,250567,14739250,1
4,943,1,1,3,4,1,1,289800,133308,5796000,1
2,931,1,1,3,0,1,5,233145,127854,7520800,0
2,1127,1,1,3,1,1,4,291054,126123,9701800,1
3,1629,2,1,4,2,0,5,510947,127737,14192960,0
1,1656,1,1,4,0,2,5,447611,283487,14920370,1
5,1676,1,1,4,2,1,4,362910,207377,12961070,1
2,856,1,1,3,1,1,4,253929,122869,8191250,0
6,1663,2,1,4,1,0,3,543322,132159,14684370,1
1,1905,2,1,5,1,1,3,447194,65764,13152750,1
4,861,1,1,2,1,2,4,329825,173158,8245625,1
2,1183,1,1,3,3,2,3,269562,96272,9627210,1
4,1352,2,2,4,0,0,2,415616,164059,10937250,1
1,1510,1,1,4,3,2,3,406091,175607,10975430,0
2,987,1,1,3,4,2,5,259049,29890,9963440,1
4,1245,1,1,3,0,2,2,234911,70473,7830375,1
2,1144,1,1,3,2,1,3,216479,52254,7464800,0
2,790,1,1,2,2,1,4,191691,102692,6846100,0
3,1736,2,1,4,4,2,5,472600,168786,11252380,1
6,1950,3,2,5,0,1,4,394317,168993,11266200,1
3,2186,3,2,5,0,0,4,762560,443349,17733960,1
0,843,1,1,3,3,1,5,291739,25006,8335390,0
0,1022,1,1,3,1,1,3,289160,108435,9036250,0
3,2397,4,2,6,3,2,3,400209,129479,11770840,0
2,1083,1,1,3,4,2,5,247506,123753,9519460,0
0,923,1,1,3,0,0,1,269544,125787,8984810,0
1,1958,2,1,5,2,0,5,659599,227448,22744800,1
0,631,1,1,2,4,1,4,301229,40707,8141330,1
1,1829,2,1,5,3,0,5,495159,297095,19806350,0
3,2228,4,2,6,1,1,5,418840,167536,11966860,0
1,1969,2,1,5,1,2,3,383569,138085,15342740,1
2,1128,1,1,3,2,2,4,329528,49929,9985710,0
0,922,1,1,3,0,2,1,212608,19328,6442655,0
2,1141,1,1,3,1,0,3,374863,166606,13883800,1
6,1537,2,1,4,0,1,4,307540,138889,9920630,0
0,720,1,1,2,1,0,4,457082,102843,11427045,1
3,2175,3,2,5,3,2,4,448045,94325,11790660,0
0,1152,1,1,3,1,2,0,247073,115301,8235750,1
3,2278,4,2,6,1,1,4,526165,263083,12527740,1
3,2460,4,2,6,4,0,4,698009,174502,19389140,1
6,1940,3,2,5,3,0,4,622914,177975,17797530,1
4,693,1,1,2,0,2,2,224646,46801,4680125,0
2,966,1,1,3,3,1,4,223814,62668,8952550,0
0,898,1,1,3,0,1,4,327263,46752,9350380,1
0,918,1,1,3,0,0,0,355555,9877,9876540,0
1,1918,2,1,5,3,0,3,588296,215708,19609850,0
3,2333,4,2,6,3,0,3,515133,343422,17171100,0
4,768,1,1,2,0,1,1,179635,48550,4855000,1
2,783,1,1,2,4,2,4,284129,91655,9165460,1
1,1661,1,1,4,0,1,5,383066,197711,12356960,0
2,958,1,1,3,0,0,4,386672,87313,12473300,1
0,1276,2,2,4,4,0,2,424317,38574,12858080,0
3,1877,3,2,5,3,0,3,579629,281982,15665660,1
1,1845,2,1,5,4,1,4,361592,144637,12053080,1
3,1533,2,1,4,1,1,3,467890,224587,9357800,1
2,1257,2,1,4,1,2,5,334127,77106,12851040,1
4,1353,2,2,4,3,1,4,318841,127537,9109750,1
6,1672,2,1,4,0,1,0,240385,142729,7512030,1
2,1097,1,1,3,3,0,3,370169,165938,12764450,1
3,1986,3,2,5,2,1,3,367822,178656,10509200,1
2,1083,1,1,3,0,1,3,200358,93023,7155650,0
2,1218,2,1,4,2,0,3,400509,180875,12919650,1
5,1903,2,1,5,3,2,5,502322,265115,13953400,0
2,860,1,1,3,2,0,4,408213,197922,12370100,1
4,1003,1,1,3,1,0,0,291146,75951,6329250,0
2,1078,1,1,3,2,0,4,398238,167003,12846400,1
2,1133,1,1,3,0,2,4,243212,145927,9728460,1
3,1494,2,1,4,0,1,5,439670,93547,9354680,0
0,626,1,1,2,1,2,4,326927,16346,8173180,0
2,719,1,1,2,1,1,5,198508,36761,7352150,0
4,921,1,1,3,1,2,1,192291,135735,5655625,1
5,1867,2,1,5,0,0,4,747611,219886,21988560,1
2,1010,1,1,3,2,1,5,230558,26603,8867600,0
4,1404,2,2,4,2,1,1,223372,131395,6569750,0
4,1305,1,1,3,1,2,3,323516,125445,6602375,0
4,1647,2,2,4,2,2,5,471011,143351,10239375,1
4,1433,2,2,4,1,2,5,491569,88482,9831375,1
2,925,1,1,3,3,2,5,301983,45755,9151000,0
2,964,1,1,3,4,2,5,322134,140934,10066680,1
4,571,1,1,2,1,0,5,268583,126392,7899500,0
1,1828,2,1,5,3,2,3,416565,98015,12251920,0
4,1595,2,2,4,3,2,5,341834,151926,9495375,1
0,615,1,1,2,1,2,2,254124,69306,7700720,1
2,919,1,1,3,1,0,4,305428,73303,12217100,1
2,1018,1,1,3,1,2,5,367607,122536,11139610,1
5,1578,1,1,4,2,0,5,599198,299599,17623460,0
5,1660,1,1,4,0,2,5,394490,231253,13603120,0
2,796,1,1,2,1,0,4,289451,104202,11578050,1
3,2416,4,2,6,1,2,4,453842,155603,12966920,0
2,760,1,1,2,0,2,5,238538,144826,8519200,1
6,1767,2,1,4,2,0,2,390758,182354,13025260,0
2,817,1,1,3,3,1,4,234738,54772,7824600,1
0,630,1,1,2,1,1,4,273531,68383,8547835,1
0,833,1,1,3,4,0,5,390808,167489,11165950,0
2,740,1,1,2,4,0,4,250101,101893,9263000,0
3,1520,2,1,4,2,0,4,596653,244085,13560300,0
2,769,1,1,2,4,1,3,207857,44091,6298700,0
1,1638,1,1,4,1,1,5,369106,89095,12727790,1
6,1857,3,2,5,0,0,4,631215,161850,16185010,1
4,924,1,1,3,1,2,5,346332,118482,9114000,1
0,600,1,1,2,3,2,3,204800,13653,6826655,1
6,1964,3,2,5,0,1,2,279871,195910,9329030,0
1,1914,2,1,5,4,1,4,489460,190346,13596110,1
1,1678,1,1,4,3,2,4,516892,225312,13253630,1
4,758,1,1,2,1,1,3,265563,83862,6988500,1
4,1110,1,1,3,3,2,4,287585,150640,6847250,0
6,1782,2,1,4,3,2,5,443511,81699,11671340,1
0,1282,2,2,4,0,2,0,358881,92021,9202070,1
2,913,1,1,3,3,1,5,293412,132509,9464900,1
6,1545,2,1,4,2,2,2,332349,166175,8308730,0
2,971,1,1,3,4,0,4,325049,96311,12038850,0
0,605,1,1,2,0,2,1,171669,40056,5722305,1
2,1014,1,1,3,1,1,4,266123,91767,9176650,1
2,982,1,1,3,4,0,5,357720,38327,12775700,0
6,1651,2,1,4,2,0,1,436391,122735,13637220,1
4,1288,1,1,3,4,1,2,182641,59235,4936250,0
6,1661,2,1,4,4,2,5,380011,95003,10555860,1
6,1578,2,1,4,2,2,4,300949,87372,9708030,1
3,1937,3,2,5,2,2,5,549637,268427,12782260,1
4,1403,2,2,4,4,1,2,172880,59428,5402500,0
0,968,1,1,3,1,2,4,368265,115740,10521855,1
4,1628,2,2,4,3,2,1,357525,150161,7150500,0
0,1287,2,2,4,2,0,1,564652,28233,14116310,1
4,1438,2,2,4,0,2,3,208250,127637,6717750,0
4,1351,2,2,4,4,2,1,204406,123883,6194125,1
2,956,1,1,3,1,1,4,326675,138590,9899250,1
0,1177,1,1,3,1,1,3,394583,159966,10664405,1
2,774,1,1,2,4,1,3,153386,76693,5899450,0
4,1207,1,1,3,2,1,3,250415,119245,5962250,0
3,1561,2,1,4,0,0,4,485630,148387,13489720,0
4,1156,1,1,3,1,0,2,351969,160900,10056250,0
3,1852,3,2,5,2,0,5,732846,311849,15592460,0
2,1190,1,1,3,0,0,3,315794,164213,12631750,0
6,1823,3,2,5,1,1,2,409987,143496,10249680,1
6,1527,2,1,4,4,2,1,278584,116077,7738440,0
4,581,1,1,2,2,0,2,318472,137522,7238000,1
4,519,1,1,2,4,0,4,265278,163248,6802000,1
4,1290,1,1,3,3,1,5,443363,207532,9433250,1
2,1274,2,1,4,3,1,3,275204,110081,9173450,1
2,1041,1,1,3,2,0,5,417576,83515,13919200,1
4,908,1,1,3,0,1,1,191092,47773,4343000,0
4,1525,2,2,4,1,0,2,372608,248405,12420250,1
6,1984,3,2,5,2,2,4,386445,132205,10169600,0
4,1537,2,2,4,1,0,4,591675,144900,12075000,0
6,1806,3,2,5,4,1,5,359209,108851,10885120,1
0,1152,1,1,3,0,2,5,295898,69043,9863280,0
2,1288,2,1,4,4,0,5,487732,94400,15733300,1
4,730,1,1,2,2,0,1,233933,109169,5198500,0
6,1730,2,1,4,2,2,5,382177,191088,10616020,0
2,845,1,1,3,2,0,4,320216,138760,10673850,0
6,1776,2,1,4,2,0,3,459883,133514,14834920,0
2,913,1,1,3,0,0,5,425471,154717,12893050,1
2,1124,1,1,3,3,2,3,214341,82439,8243880,0
4,766,1,1,2,4,0,1,194053,70995,4733000,0
4,665,1,1,2,0,0,3,311282,155641,6767000,0
2,762,1,1,2,2,2,3,192017,30003,6000540,0
6,1833,3,2,5,3,1,3,349509,141988,10922160,1
2,944,1,1,3,2,0,4,303251,128299,11663500,0
1,1754,1,1,4,2,2,3,442523,179401,11960070,0
2,875,1,1,3,0,0,4,298838,59768,11953500,1
4,1392,2,2,4,1,1,5,315952,102471,8539250,1
5,1853,2,1,5,2,1,5,542114,81317,13552840,1
6,1576,2,1,4,3,1,5,349820,207706,10931870,1
2,1022,1,1,3,4,0,4,400123,154886,12907200,1
1,1640,1,1,4,3,1,4,372717,202332,10649060,0
2,779,1,1,2,4,2,4,270533,40990,8197980,1
6,1729,2,1,4,0,2,5,358697,95652,11956550,1
2,715,1,1,2,2,0,3,308516,82271,10283850,1
1,1562,1,1,4,1,0,3,657946,259716,17314380,1
4,1203,1,1,3,4,2,1,238316,72819,6619875,1
3,1825,3,2,5,1,2,3,485238,215661,10783060,0
6,1707,2,1,4,2,1,3,337629,136877,9125100,0
0,998,1,1,3,4,2,0,259296,110004,7857455,1
4,1675,2,2,4,3,1,3,340198,124463,8297500,1
1,1792,1,1,4,2,0,5,683010,103486,20697270,0
1,1574,1,1,4,4,1,3,470899,211905,11772480,1
4,1070,1,1,3,2,0,2,447465,136185,9727500,1
2,1125,1,1,3,3,0,3,359629,86807,12401000,0
6,1971,3,2,5,2,0,1,555414,306939,14616160,1
3,1361,2,1,4,2,1,5,368055,152608,8976940,0
3,1786,3,2,5,2,1,4,478093,229086,9960280,0
4,612,1,1,2,3,0,0,159473,116947,5315750,1
5,1596,1,1,4,1,1,3,360403,191464,11262600,0
1,1644,1,1,4,3,2,3,455587,175226,11681720,0
0,1041,1,1,3,1,0,0,372629,42586,10646530,0
2,810,1,1,3,4,0,3,271230,56117,9352750,0
2,837,1,1,3,1,2,5,240307,102989,8582390,0
5,1884,2,1,5,0,1,5,533887,196695,14049650,1
2,1063,1,1,3,1,2,4,305349,148048,9253010,1
4,1298,1,1,3,2,2,2,307556,120348,6686000,0
1,1867,2,1,5,0,1,3,268034,182263,10721350,0
5,1575,1,1,4,4,1,4,300066,80018,10002210,0
4,1463,2,2,4,3,2,1,364989,186550,8110875,1
4,1164,1,1,3,0,2,5,284980,83818,8381750,1
1,1805,2,1,5,3,0,5,510970,245265,20438790,0
0,733,1,1,2,0,2,1,146605,73303,4886840,0
0,1197,1,1,3,1,2,1,386315,89150,9905510,1
3,2069,3,2,5,3,1,3,341443,90382,10042440,0
2,956,1,1,3,4,0,3,317243,67981,11330100,0
0,736,1,1,2,1,1,3,243022,31358,7839405,1
2,1050,1,1,3,2,1,5,309802,119923,9993600,1
3,2047,3,2,5,3,2,4,515696,167901,11992920,1
0,632,1,1,2,0,2,5,266985,124593,8899500,1
4,871,1,1,2,2,0,4,282380,153292,8068000,0
0,811,1,1,3,4,0,0,291205,35298,8824390,1
0,1087,1,1,3,3,2,1,322042,8257,8257475,0
2,1170,1,1,3,0,2,3,317755,30750,10250150,1
6,1843,3,2,5,4,2,2,366150,134897,9635530,0
5,1783,1,1,4,1,2,3,536051,141066,14106600,1
4,847,1,1,2,3,0,3,415507,216786,9032750,1
2,1258,2,1,4,4,2,3,230110,32873,8218210,0
4,979,1,1,3,1,2,4,320084,174591,7274625,0
4,1607,2,2,4,4,2,1,325793,96257,7404375,0
2,775,1,1,2,3,2,4,193169,100448,7726750,0
6,1830,3,2,5,3,1,5,422234,177783,11111430,0
2,961,1,1,3,1,1,3,226976,117691,8406500,1
6,1925,3,2,5,2,1,1,259549,83726,8372550,0
3,1301,1,1,3,1,0,5,529649,209072,13938120,1
2,1041,1,1,3,2,2,3,239142,91978,9197770,1
4,1593,2,2,4,0,2,2,239794,183842,7993125,1
2,779,1,1,2,2,0,3,264914,132457,10189000,0
0,725,1,1,2,3,2,5,258284,24214,8071375,0
3,1717,2,1,4,0,0,4,530971,186557,14350560,0
0,1248,2,2,4,3,1,2,305896,87399,8739885,0
2,1223,2,1,4,0,1,5,283531,126014,10501150,0
5,1925,2,1,5,3,0,5,923026,378677,23667340,1
2,907,1,1,3,0,2,5,249890,59974,9995590,1
2,1089,1,1,3,4,2,5,320030,80007,10000930,0
1,1574,1,1,4,0,1,4,292130,101122,11235770,0
4,1335,2,2,4,4,0,5,649325,168825,12986500,1
3,1876,3,2,5,2,0,4,710663,181797,16527040,1
3,2455,4,2,6,3,0,5,963029,341073,20063100,0
4,1280,1,1,3,3,2,2,203505,122103,6783500,0
3,2169,3,2,5,3,0,4,851979,408950,17039580,0
6,1897,3,2,5,1,1,5,321283,90361,10040100,0
2,975,1,1,3,0,2,3,275410,141878,8345750,0
5,1876,2,1,5,0,1,4,572746,161544,14685790,1
1,1931,2,1,5,4,1,5,591965,266384,14799120,1
1,1793,1,1,4,1,0,5,625768,402279,22348850,1
5,1618,1,1,4,2,2,3,454008,201781,12611320,1
6,1582,2,1,4,1,2,1,277279,57087,8155260,0
2,1050,1,1,3,3,0,5,389198,43244,14414750,1
3,1938,3,2,5,0,2,3,462329,94837,11854600,1
1,1894,2,1,5,1,2,4,457933,243277,14310420,1
1,1780,1,1,4,3,1,3,335669,104173,11574780,1
6,1636,2,1,4,4,2,1,333586,61450,8778570,1
1,1864,2,1,5,2,0,5,620753,310377,20691780,0
3,2478,4,2,6,4,0,4,823239,156808,19600940,1
4,725,1,1,2,1,1,1,178317,49533,4953250,1
1,1627,1,1,4,0,1,4,483744,145123,12093600,0
4,1652,2,2,4,2,1,1,293963,59993,5999250,0
1,1996,2,1,5,3,0,5,880115,270805,22567050,0
3,1463,2,1,4,3,0,3,486480,217636,12802100,0
4,1302,1,1,3,1,2,3,390335,221781,8871250,1
2,1294,2,1,4,1,1,3,289811,87822,8782150,0
4,1685,2,2,4,4,2,2,355825,133434,8895625,1
6,1790,2,1,4,3,2,1,251702,137292,7627340,0
2,1036,1,1,3,2,2,4,300920,120368,10030670,1
1,1688,1,1,4,1,0,3,667519,215962,19632920,1
1,1707,1,1,4,3,0,5,605765,323074,20192150,0
2,919,1,1,3,3,1,3,263652,127831,7989450,0
6,1528,2,1,4,3,1,2,286748,172049,8192790,1
6,1746,2,1,4,3,0,4,566852,208840,14917160,1
1,1885,2,1,5,4,1,4,337535,162017,13501410,1
0,1135,1,1,3,0,2,1,295770,86991,8699125,0
2,871,1,1,3,1,1,5,235936,95849,7373000,0
0,831,1,1,3,2,2,4,262272,77139,7713895,0
2,1216,2,1,4,2,1,3,292467,48745,9748900,1
3,1728,2,1,4,4,1,5,426297,218614,10930680,1
1,1677,1,1,4,4,1,4,310623,203100,11947050,0
4,1463,2,2,4,3,1,1,217745,88275,5885000,0
5,1739,1,1,4,4,1,3,288980,196093,10320700,0
4,668,1,1,2,4,1,1,120204,36729,3339000,0
1,1878,2,1,5,1,2,5,588854,263435,15496160,1
1,1780,1,1,4,3,1,5,433639,236530,13140580,0
6,1513,2,1,4,3,2,1,312349,80090,8008950,1
2,917,1,1,3,1,0,5,387768,112578,12508650,0
3,2157,3,2,5,2,2,5,592657,165944,11853140,0
4,730,1,1,2,0,0,1,190554,39088,4886000,0
5,1912,2,1,5,0,0,4,717649,337717,21107310,0
3,2411,4,2,6,3,2,3,513342,200329,12520540,0
5,1854,2,1,5,1,2,4,342508,144907,13173400,0
3,2075,3,2,5,0,2,3,374363,181833,10696080,0
4,1239,1,1,3,1,1,2,216542,73941,5281500,0
0,890,1,1,3,3,0,0,328180,58904,8414875,0
3,2471,4,2,6,2,2,5,623176,119332,13259060,0
3,1303,1,1,3,0,1,3,305880,152940,8496660,1
3,1532,2,1,4,4,0,3,643461,254703,13405440,1
4,947,1,1,3,4,2,5,391922,87094,8709375,1
3,2271,4,2,6,1,0,5,571543,442485,18436880,0
4,1610,2,2,4,1,0,3,592308,141639,12876250,1
2,808,1,1,3,3,0,3,314954,95441,9544050,0
4,1626,2,2,4,4,2,5,322269,142178,9478500,1
3,1596,2,1,4,4,0,3,418567,162026,13502160,1
3,1653,2,1,4,3,2,4,460133,190787,11222760,1
6,1609,2,1,4,4,1,3,316426,86298,9588670,1
5,1503,1,1,4,2,0,3,575299,287650,17978100,1
2,1232,2,1,4,0,1,4,253020,121824,9371100,1
3,1838,3,2,5,0,1,3,462236,175650,9244720,0
6,1511,2,1,4,2,1,0,247987,127345,6702360,0
2,1072,1,1,3,1,0,3,425474,180504,12893150,1
0,1291,2,2,4,1,2,2,305053,20337,10168445,0
1,1771,1,1,4,2,1,3,322583,122359,11123540,0
2,709,1,1,2,1,2,5,251972,55994,9332280,1
5,1886,2,1,5,3,2,5,477899,262074,15416110,0
6,1540,2,1,4,3,1,2,310629,130791,8174460,1
1,1712,1,1,4,2,0,4,696159,348080,19337750,0
2,853,1,1,3,2,1,5,276423,148084,9872250,1
2,890,1,1,3,1,0,4,333281,126417,11492450,1
2,934,1,1,3,2,2,4,245019,96257,8750680,0
0,1113,1,1,3,3,2,0,295732,109843,8449490,1
0,1183,1,1,3,3,0,2,491621,28093,14046320,1
4,527,1,1,2,4,1,3,232796,62079,5173250,1
2,996,1,1,3,2,2,4,255609,29493,9831120,1
3,1730,2,1,4,3,1,4,404743,117163,10651140,1
6,1697,2,1,4,2,0,1,392670,228002,12666780,0
3,2260,4,2,6,1,1,5,375853,162870,12528440,0
1,1754,1,1,4,3,2,3,453248,93316,13330820,1
1,1633,1,1,4,2,0,4,752727,328112,19300690,1
2,914,1,1,3,3,1,5,269122,65242,8155200,0
3,2457,4,2,6,1,2,4,486749,194700,13907120,1
5,1946,2,1,5,2,0,4,656929,372260,21897640,0
0,713,1,1,2,3,2,4,237956,69084,7676000,0
2,1179,1,1,3,0,1,4,331459,110486,10044200,1
6,1770,2,1,4,4,1,3,264990,170962,8548080,0
6,1833,3,2,5,1,0,3,550942,188894,15741200,1
3,2335,4,2,6,3,2,3,577674,159782,12290940,0
0,1122,1,1,3,0,1,2,254941,82481,7498275,0
1,1866,2,1,5,3,2,4,374640,86455,14409230,1
4,1635,2,2,4,0,0,1,527387,161445,10763000,0
1,1514,1,1,4,2,2,5,349382,192762,12047650,0
0,1242,2,2,4,2,1,2,356382,65649,9378485,1
1,1861,2,1,5,2,1,3,372212,156089,12006850,1
3,1650,2,1,4,3,0,3,556852,271287,14278260,1
6,1802,3,2,5,4,1,1,248668,140912,8288940,0
6,1594,2,1,4,0,2,2,355147,118382,9865200,1
0,1217,2,2,4,4,0,4,496254,170144,14178675,0
3,1926,3,2,5,4,1,3,373918,118080,9839960,0
4,1143,1,1,3,0,1,1,232342,63366,5280500,1
2,1129,1,1,3,1,2,4,239588,82934,9214930,0
2,937,1,1,3,2,1,3,214395,123689,8245950,1
0,790,1,1,2,1,1,3,256547,43979,7329900,0
0,1215,2,2,4,3,0,5,543727,90621,15103540,0
2,976,1,1,3,2,0,3,358311,71662,11943700,1
0,604,1,1,2,0,2,2,246580,94838,6322560,1
6,1672,2,1,4,4,2,5,414380,163571,10904740,0
3,2382,4,2,6,2,0,4,582166,418432,18192700,0
3,1324,1,1,3,3,1,4,322657,89627,8962700,1
4,1198,1,1,3,2,0,3,466356,116589,10599000,1
4,1347,2,2,4,2,2,4,405175,140571,8268875,0
6,1845,3,2,5,4,2,3,376053,170933,11395560,1
4,1569,2,2,4,1,1,3,334115,87925,8792500,0
